indice_tiempo,total_amba,colectivo_amba,subte_amba,tren_amba
2023-09-01,4281944,3978193,524814,787493
2023-09-02,2408856,2256013,247423,345418
2023-09-03,1055367,987214,109317,114315
2023-09-04,4094544,3787224,520420,752468
2023-09-05,4252004,3936215,535872,770500
2023-09-06,4057226,3752760,538437,757610
2023-09-07,3650062,3350958,527541,706748
2023-09-08,4324401,4023953,534894,784053
2023-09-09,2799791,2633587,273906,389731
2023-09-10,1692713,1590223,156675,180000
2023-09-11,3437934,3157884,479100,697433
2023-09-12,4326102,4008768,538605,780312
2023-09-13,4371093,4049409,547738,791663
2023-09-14,4375446,4048431,585516,807884
2023-09-15,4373489,4066631,538302,807637
2023-09-16,2820949,2638030,277477,457063
2023-09-17,1410348,1334588,123646,149829
2023-09-18,4228473,3921444,513934,767891
2023-09-19,4292944,3970560,552623,777078
2023-09-20,4254304,3940228,544059,767520
2023-09-21,3797211,3507997,485331,720474
2023-09-22,4221095,3959797,474542,780458
2023-09-23,2679505,2529964,204852,435709
2023-09-24,1563901,1469640,148204,174023
2023-09-25,4039730,3753264,482791,721219
2023-09-26,4121927,3818048,521975,739340
2023-09-27,4333220,4014555,552967,773372
2023-09-28,4334478,4009350,567717,786995
2023-09-29,4303515,3992097,563935,786138
2023-09-30,2764803,2579648,281029,467665
2023-10-01,1622800,1520759,156617,182912
2023-10-02,4219103,3913201,515535,755284
2023-10-03,4094829,3778358,540817,769799
2023-10-04,4141205,3828482,538931,764574
2023-10-05,4386935,4066166,554821,793976
2023-10-06,4372429,4066937,537628,807967
2023-10-07,2910055,2721535,291771,488818
2023-10-08,1748411,1646153,161058,188333
2023-10-09,4296466,3985320,525131,788134
2023-10-10,4395845,4074030,557475,796806
2023-10-11,4297282,3981444,549407,776578
2023-10-12,4440736,4114665,572560,826247
2023-10-13,2403160,2237759,235939,391258
2023-10-14,2655247,2480917,253135,446256
2023-10-15,1596136,1500682,141980,192587
2023-10-16,1582580,1474362,149294,232267
2023-10-17,4317748,4004208,534537,776418
2023-10-18,4359644,4043456,551617,759838
2023-10-19,4370427,4046099,562189,792388
2023-10-20,4382320,4076930,542280,804220
2023-10-21,2662004,2495342,248643,439957
2023-10-22,239491,236439,274,3516
2023-10-23,3658915,3384721,473526,663522
2023-10-24,4267149,3957456,535606,755149
2023-10-25,4351358,4029706,562901,795726
2023-10-26,4353430,4034156,551610,790339
2023-10-27,4339072,4034081,534438,802529
2023-10-28,2798138,2615105,280514,477188
2023-10-29,1523841,1432924,146764,163307
2023-10-30,3904276,3614930,500481,696811
2023-10-31,3998232,3694743,527520,729830
2023-11-01,4260543,3946509,541613,758108
2023-11-02,3291947,3021387,490832,613358
2023-11-03,4151185,3851698,545642,759603
2023-11-04,2736621,2560304,332848,282634
2023-11-05,1730243,1625772,163750,190515
2023-11-06,4242805,3939887,519799,768471
2023-11-07,4325187,4004278,555504,783344
2023-11-08,4388111,4086454,549296,790407
2023-11-09,4439969,4111588,596064,802179
2023-11-10,3871825,3586458,511103,716442
2023-11-11,2875186,2687497,294466,482467
2023-11-12,1719668,1612948,166447,198392
2023-11-13,4247039,3940309,522494,770733
2023-11-14,4376681,4054276,551393,793092
2023-11-15,4341597,4025335,556175,777705
2023-11-16,4369907,4053602,551717,792443
2023-11-17,4320183,4020818,534301,796235
2023-11-18,2777017,2596776,271424,474103
2023-11-19,251805,245598,1052,6634
2023-11-20,1647944,1540509,153196,236574
2023-11-21,4175224,3865493,534167,760073
2023-11-22,4341599,4024262,546438,778573
2023-11-23,4329568,4008857,557937,785724
2023-11-24,4329997,4025179,540659,797905
2023-11-25,2793112,2608677,291875,468826
2023-11-26,1649785,1550563,160509,176522
2023-11-27,4080988,3786965,502517,741469
2023-11-28,4137416,3825784,539923,761065
2023-11-29,3914369,3621302,510189,707400
2023-11-30,4258278,3952409,536574,775518
2023-12-01,3731097,3463368,482830,701040
2023-12-02,2814159,2646077,291104,403984
2023-12-03,1481851,1393304,145262,159407
2023-12-04,4110498,3812954,518691,737733
2023-12-05,4118732,3809210,540116,757742
2023-12-06,3747641,3467519,517985,691040
2023-12-07,4288909,3974768,584375,800022
2023-12-08,2290509,2135295,239061,349755
2023-12-09,2697405,2525084,271260,450465
2023-12-10,1606115,1506546,155715,180879
2023-12-11,4038990,3736773,513565,767668
2023-12-12,4060987,3754739,531408,760302
2023-12-13,3939270,3645404,524282,733650
2023-12-14,4063929,3757536,535081,769677
2023-12-15,4080924,3788711,524752,775228
2023-12-16,2739254,2565782,276990,465883
2023-12-17,1127283,1076434,110451,41225
2023-12-18,3319602,3075779,463303,579700
2023-12-19,3939165,3635858,536647,743040
2023-12-20,3897709,3617911,487211,722397
2023-12-21,4017495,3710236,543944,783212
2023-12-22,3993407,3707432,500749,780146
2023-12-23,2732856,2564382,250076,454659
2023-12-24,1373306,1298191,105594,137868
2023-12-25,828960,769611,76896,101499
2023-12-26,3279600,3016279,424322,677149
2023-12-27,3346862,3066816,463668,693746
2023-12-28,3324365,3051546,441843,695797
2023-12-29,3349550,3094848,413323,696036
2023-12-30,2384203,2236418,208789,392649
2023-12-31,1240830,1172117,94848,123018
2024-01-01,714510,656561,65080,88480
2024-01-02,2756494,2520513,356225,585091
2024-01-03,2992826,2743330,380836,620929
2024-01-04,3063191,2813362,388713,627141
2024-01-05,3123829,2877083,376452,655796
2024-01-06,2137029,1989918,184331,377482
2024-01-07,1111515,1044041,94905,124810
2024-01-08,2986261,2773976,303912,629538
2024-01-09,3005768,2787821,312099,638224
2024-01-10,3004000,2786565,314748,633070
2024-01-11,3114336,2891889,316227,657516
2024-01-12,0,0,0,0
2024-01-13,0,0,0,0
2024-01-14,0,0,0,0
2024-01-15,2974355,2767082,292162,614413
2024-01-16,2676439,2486707,287332,533384
2024-01-17,3194643,2970176,319817,668812
2024-01-18,3109386,2890359,317986,650718
2024-01-19,3132229,2920106,303644,660362
2024-01-20,2212012,2073344,161131,410430
2024-01-21,1368712,1298250,90173,159098
2024-01-22,2992568,2779176,298756,636412
2024-01-23,3115966,2892966,306769,659566
2024-01-24,2161862,1985384,260357,386770
2024-01-25,3118106,2893213,323496,658760
2024-01-26,3092822,2889342,290708,656078
2024-01-27,2150152,2018491,154082,386113
2024-01-28,1337497,1269439,87503,147703
2024-01-29,2974618,2762769,300123,629835
2024-01-30,2986455,2771840,308517,622223
2024-01-31,2962315,2751567,313841,610338
2024-02-01,2951150,2747549,312685,615604
2024-02-02,3021305,2831687,300928,616279
2024-02-03,2111110,1998010,147866,362521
2024-02-04,1375175,1306339,90215,161344
2024-02-05,3118761,2904905,316743,658815
2024-02-06,3056716,2823565,325295,635735
2024-02-07,3091368,2849430,329152,640366
2024-02-08,2980084,2778225,286382,622715
2024-02-09,2992891,2770752,313088,625660
2024-02-10,2008308,1886153,146388,340944
2024-02-11,1315065,1244594,91527,153054
2024-02-12,1087486,1022887,81374,148577
2024-02-13,1522267,1425235,111227,228623
2024-02-14,3365644,3106928,351849,708520
2024-02-15,3281354,3026541,351442,682541
2024-02-16,3300996,3060866,327018,686643
2024-02-17,2246459,2107216,162998,397188
2024-02-18,1260528,1191310,87688,136663
2024-02-19,3265377,3023046,327549,669479
2024-02-20,3295879,3044894,344053,668545
2024-02-21,2966141,2863017,258822,1024
2024-02-22,3313483,3059011,355861,673625
2024-02-23,3398770,3154888,348063,692842
2024-02-24,2286535,2144539,173021,399961
2024-02-25,1307597,1237916,91003,138887
2024-02-26,2936440,2716825,321391,580952
2024-02-27,3448238,3185658,363572,695747
2024-02-28,3462163,3201712,369052,695080
2024-02-29,3454834,3190210,373930,703012
2024-03-01,3606048,3374167,338804,698883
2024-03-02,2172080,2037824,164490,375127
2024-03-03,1424564,1344186,101580,165496
2024-03-04,3615192,3347326,361868,715933
2024-03-05,3705826,3428555,378167,713726
2024-03-06,3952742,3679047,382528,732889
2024-03-07,3669119,3325510,467661,738444
2024-03-08,3777767,3459924,495959,741336
2024-03-09,2459691,2285021,238146,429580
2024-03-10,1481604,1382551,141667,180236
2024-03-11,3564276,3272018,450688,663254
2024-03-12,2571952,2321427,380280,493775
2024-03-13,3047684,2778616,437498,553806
2024-03-14,3333112,3051514,460070,602738
2024-03-15,4123819,3804490,505720,777137
2024-03-16,2510573,2329154,242818,454983
2024-03-17,1519414,1413576,145447,183461
2024-03-18,4043616,3710971,504908,770875
2024-03-19,4090774,3751812,527027,759979
2024-03-20,2572375,2342524,375926,492076
2024-03-21,4148019,3804288,544194,774093
2024-03-22,4209968,3881011,526960,793162
2024-03-23,2598830,2408149,257615,474657
2024-03-24,1594157,1427568,247600,184114
2024-03-25,4136956,3801601,518750,773807
2024-03-26,4207702,3859378,545183,779191
2024-03-27,4241918,3898785,545117,796891
2024-03-28,2600425,2401780,267964,532500
2024-03-29,1630438,1503451,167002,266087
2024-03-30,2161917,2005296,210600,383181
2024-03-31,1303587,1218352,125228,151135
2024-04-01,1421161,1302400,148788,221905
2024-04-02,1513113,1394906,149435,238571
2024-04-03,3460468,3161415,487773,644568
2024-04-04,3998180,3646869,545519,792351
2024-04-05,4232871,3899147,533752,787244
2024-04-06,2608939,2416735,264107,464657
2024-04-07,1535504,1430708,148000,183206
2024-04-08,4046734,3701371,518519,755745
2024-04-09,4192472,3844191,548605,778032
2024-04-10,4230937,3872937,570685,796523
2024-04-11,1633051,973674,533406,586453
2024-04-12,4218651,3876563,544258,806892
2024-04-13,2153048,1991073,233379,380770
2024-04-14,1182669,1100035,122059,130161
2024-04-15,3446179,3142959,492940,661498
2024-04-16,4127473,3781545,559174,762146
2024-04-17,4286940,3932145,561810,795159
2024-04-18,4307775,3947257,571436,802375
2024-04-19,4326180,3984842,554093,814364
2024-04-20,2705537,2504007,277220,497098
2024-04-21,1387923,1296712,133289,157844
2024-04-22,3647800,3334679,505833,677789
2024-04-23,4186337,3780951,685562,813890
2024-04-24,4262369,3912350,549495,784118
2024-04-25,3786875,3451827,549392,707727
2024-04-26,3746030,3444370,508248,702023
2024-04-27,2550157,2360065,266182,453685
2024-04-28,1487796,1383974,145973,176965
2024-04-29,4068505,3746706,523021,751661
2024-04-30,4092491,3758512,556412,754954
2024-05-01,1204442,1106290,135888,165100
2024-05-02,4213846,3870765,549936,757415
2024-05-03,4223190,3891542,537725,787250
2024-05-04,2612461,2418523,269781,463568
2024-05-05,1380843,1291316,129949,157926
2024-05-06,3966439,3656459,486593,701783
2024-05-07,4122839,3788722,542365,751950
2024-05-08,4234885,3890771,559417,754440
2024-05-09,304475,304396,1,90
2024-05-10,4329274,4017633,540646,759728
2024-05-11,2660165,2470331,276177,456841
2024-05-12,1281471,1195950,128675,144314
2024-05-13,4087090,3772858,519434,699479
2024-05-14,4153437,3823787,540036,714067
2024-05-15,4142912,3816999,532647,706842
2024-05-16,4175589,3846781,544783,713757
2024-05-17,4145338,3849945,484330,713103
2024-05-18,2560228,2392639,227195,431748
2024-05-19,1411617,1332853,109690,150863
2024-05-20,4021591,3738406,446926,679261
2024-05-21,4071318,3774533,467571,705294
2024-05-22,4077483,3781535,467818,709054
2024-05-23,3609680,3326321,437864,669182
2024-05-24,3993654,3718273,446096,699791
2024-05-25,1884463,1758390,167709,279882
2024-05-26,1289414,1215832,104983,128471
2024-05-27,3842129,3567832,430361,667886
2024-05-28,3964995,3673053,457652,691854
2024-05-29,4039658,3748768,458825,695735
2024-05-30,3963232,3723869,441403,456327
2024-05-31,4046604,3768761,447418,697867
2024-06-01,2421480,2254617,208802,399825
2024-06-02,1199774,1130854,92620,126041
2024-06-03,3923742,3638081,427717,679190
2024-06-04,3880523,3606712,419944,614519
2024-06-05,3918893,3629603,438027,666477
2024-06-06,4074559,3774195,441978,709762
2024-06-07,4066497,3777399,441102,712702
2024-06-08,2509333,2335111,208558,433153
2024-06-09,1436569,1353429,105462,156593
2024-06-10,4052418,3773949,429670,649669
2024-06-11,3997580,3728088,434108,561898
2024-06-12,3884619,3602941,453878,636348
2024-06-13,4133353,3870243,469484,491798
2024-06-15,2658424,2480927,223399,441453
2024-06-16,1378350,1296267,109586,155336
2024-06-17,1510983,1412096,121361,219265
2024-06-18,4045891,3754911,453898,705807
2024-06-19,4048433,3779385,419124,716319
2024-06-20,1795703,1663112,162581,286177
2024-06-21,1454290,1355642,133680,198367
2024-06-22,2103423,1959861,178608,340523
